F1,F2,F3,F4,F5,L
9.30,11.26,13.20,14.22,15.28,0
11.26,13.20,14.22,15.28,16.97,0
13.20,14.22,15.28,16.97,18.20,0
14.22,15.28,16.97,18.20,16.40,0
15.28,16.97,18.20,16.40,15.27,0
16.97,18.20,16.40,15.27,13.43,0
18.20,16.40,15.27,13.43,18.99,1
16.40,15.27,13.43,30.38,11.22,0
15.27,13.43,30.38,11.22,10.43,0
13.43,30.38,11.22,10.43,9.24,0
30.38,11.22,10.43,9.24,11.12,0
11.22,10.43,9.24,11.12,12.86,0
10.43,9.24,11.12,12.86,14.48,0
9.24,11.12,12.86,14.48,15.16,0
11.12,12.86,14.48,15.16,16.64,0
12.86,14.48,15.16,16.64,18.27,0
14.48,15.16,16.64,18.27,16.54,0
15.16,16.64,18.27,16.54,14.93,0
16.64,18.27,16.54,14.93,14.68,0
18.27,16.54,14.93,14.68,13.44,0
16.54,14.93,14.68,13.44,12.51,0
14.93,14.68,13.44,12.51,12.46,0
14.68,13.44,12.51,12.46,11.44,0
13.44,12.51,12.46,11.44,11.26,0
12.51,12.46,11.44,11.26,10.85,0
12.46,11.44,11.26,10.85,9.93,0
11.44,11.26,10.85,9.93,16.94,1
11.26,10.85,9.93,27.10,12.79,0
10.85,9.93,27.10,12.79,13.20,0
9.93,27.10,12.79,13.20,13.37,0
27.10,12.79,13.20,13.37,13.66,0
12.79,13.20,13.37,13.66,15.26,0
13.20,13.37,13.66,15.26,15.47,0
13.37,13.66,15.26,15.47,15.76,0
13.66,15.26,15.47,15.76,16.57,0
15.26,15.47,15.76,16.57,17.83,0
15.47,15.76,16.57,17.83,18.76,0
15.76,16.57,17.83,18.76,17.34,0
16.57,17.83,18.76,17.34,16.96,0
17.83,18.76,17.34,16.96,15.93,0
18.76,17.34,16.96,15.93,15.85,0
17.34,16.96,15.93,15.85,14.17,0
16.96,15.93,15.85,14.17,12.82,0
15.93,15.85,14.17,12.82,12.07,0
15.85,14.17,12.82,12.07,12.00,0
14.17,12.82,12.07,12.00,10.64,0
12.82,12.07,12.00,10.64,14.55,1
12.07,12.00,10.64,23.29,11.00,0
12.00,10.64,23.29,11.00,11.38,0
10.64,23.29,11.00,11.38,12.43,0
23.29,11.00,11.38,12.43,13.23,0
11.00,11.38,12.43,13.23,13.25,0
11.38,12.43,13.23,13.25,14.76,0
12.43,13.23,13.25,14.76,15.80,0
13.23,13.25,14.76,15.80,16.25,0
13.25,14.76,15.80,16.25,17.49,0
14.76,15.80,16.25,17.49,18.08,0
15.80,16.25,17.49,18.08,17.51,0
16.25,17.49,18.08,17.51,16.03,0
17.49,18.08,17.51,16.03,14.81,0
18.08,17.51,16.03,14.81,13.04,0
17.51,16.03,14.81,13.04,12.86,0
16.03,14.81,13.04,12.86,12.74,0
14.81,13.04,12.86,12.74,11.35,0
13.04,12.86,12.74,11.35,10.15,0
12.86,12.74,11.35,10.15,9.94,0
12.74,11.35,10.15,9.94,17.20,1
11.35,10.15,9.94,27.52,11.18,0
10.15,9.94,27.52,11.18,12.55,0
9.94,27.52,11.18,12.55,13.67,0
27.52,11.18,12.55,13.67,13.91,0
11.18,12.55,13.67,13.91,15.70,0
12.55,13.67,13.91,15.70,17.21,0
13.67,13.91,15.70,17.21,17.31,0
13.91,15.70,17.21,17.31,17.50,0
15.70,17.21,17.31,17.50,17.52,0
17.21,17.31,17.50,17.52,18.51,0
17.31,17.50,17.52,18.51,17.45,0
17.50,17.52,18.51,17.45,16.53,0
17.52,18.51,17.45,16.53,14.66,0
18.51,17.45,16.53,14.66,13.99,0
17.45,16.53,14.66,13.99,13.72,0
16.53,14.66,13.99,13.72,11.91,0
14.66,13.99,13.72,11.91,10.77,0
13.99,13.72,11.91,10.77,9.23,0
13.72,11.91,10.77,9.23,10.96,0
11.91,10.77,9.23,10.96,18.58,1
10.77,9.23,10.96,29.73,13.53,0
9.23,10.96,29.73,13.53,14.02,0
10.96,29.73,13.53,14.02,14.97,0
29.73,13.53,14.02,14.97,16.42,0
13.53,14.02,14.97,16.42,17.41,0
14.02,14.97,16.42,17.41,19.31,0
14.97,16.42,17.41,19.31,18.43,0
16.42,17.41,19.31,18.43,17.91,0
17.41,19.31,18.43,17.91,17.75,0
19.31,18.43,17.91,17.75,16.49,0
18.43,17.91,17.75,16.49,15.83,0
17.91,17.75,16.49,15.83,14.13,0
17.75,16.49,15.83,14.13,13.58,0
16.49,15.83,14.13,13.58,13.15,0
15.83,14.13,13.58,13.15,12.15,0
14.13,13.58,13.15,12.15,10.16,0
13.58,13.15,12.15,10.16,9.59,0
13.15,12.15,10.16,9.59,11.25,0
12.15,10.16,9.59,11.25,12.15,0
10.16,9.59,11.25,12.15,20.46,1
9.59,11.25,12.15,32.73,13.95,0
11.25,12.15,32.73,13.95,15.12,0
12.15,32.73,13.95,15.12,16.92,0
32.73,13.95,15.12,16.92,17.44,0
13.95,15.12,16.92,17.44,17.67,0
15.12,16.92,17.44,17.67,18.53,0
16.92,17.44,17.67,18.53,16.84,0
17.44,17.67,18.53,16.84,16.02,0
17.67,18.53,16.84,16.02,15.80,0
18.53,16.84,16.02,15.80,14.76,0
16.84,16.02,15.80,14.76,14.25,0
16.02,15.80,14.76,14.25,12.31,0
15.80,14.76,14.25,12.31,11.06,0
14.76,14.25,12.31,11.06,10.88,0
14.25,12.31,11.06,10.88,10.56,0
12.31,11.06,10.88,10.56,10.36,0
11.06,10.88,10.56,10.36,9.69,0
10.88,10.56,10.36,9.69,11.67,0
10.56,10.36,9.69,11.67,13.16,0
10.36,9.69,11.67,13.16,21.94,1
9.69,11.67,13.16,35.11,14.21,0
11.67,13.16,35.11,14.21,14.93,0
13.16,35.11,14.21,14.93,15.34,0
35.11,14.21,14.93,15.34,16.22,0
14.21,14.93,15.34,16.22,17.96,0
14.93,15.34,16.22,17.96,19.19,0
15.34,16.22,17.96,19.19,17.98,0
16.22,17.96,19.19,17.98,16.06,0
17.96,19.19,17.98,16.06,14.91,0
19.19,17.98,16.06,14.91,14.36,0
17.98,16.06,14.91,14.36,13.12,0
16.06,14.91,14.36,13.12,11.68,0
14.91,14.36,13.12,11.68,11.18,0
14.36,13.12,11.68,11.18,10.69,0
13.12,11.68,11.18,10.69,9.72,0
11.68,11.18,10.69,9.72,10.48,0
11.18,10.69,9.72,10.48,10.66,0
10.69,9.72,10.48,10.66,11.73,0
9.72,10.48,10.66,11.73,13.22,0
10.48,10.66,11.73,13.22,23.58,1
10.66,11.73,13.22,37.73,17.03,0
11.73,13.22,37.73,17.03,18.66,0
13.22,37.73,17.03,18.66,16.93,0
37.73,17.03,18.66,16.93,15.18,0
17.03,18.66,16.93,15.18,14.14,0
18.66,16.93,15.18,14.14,12.42,0
16.93,15.18,14.14,12.42,11.05,0
15.18,14.14,12.42,11.05,9.43,0
14.14,12.42,11.05,9.43,11.15,0
12.42,11.05,9.43,11.15,12.74,0
11.05,9.43,11.15,12.74,14.28,0
9.43,11.15,12.74,14.28,15.15,0
11.15,12.74,14.28,15.15,16.67,0
12.74,14.28,15.15,16.67,18.02,0
14.28,15.15,16.67,18.02,17.51,0
15.15,16.67,18.02,17.51,16.84,0
16.67,18.02,17.51,16.84,16.02,0
18.02,17.51,16.84,16.02,15.11,0
17.51,16.84,16.02,15.11,14.94,0
16.84,16.02,15.11,14.94,20.59,1
16.02,15.11,14.94,32.94,12.57,0
15.11,14.94,32.94,12.57,12.47,0
14.94,32.94,12.57,12.47,11.74,0
32.94,12.57,12.47,11.74,11.58,0
12.57,12.47,11.74,11.58,10.72,0
12.47,11.74,11.58,10.72,9.30,0
11.74,11.58,10.72,9.30,10.67,0
11.58,10.72,9.30,10.67,11.21,0
10.72,9.30,10.67,11.21,12.39,0
9.30,10.67,11.21,12.39,12.51,0
10.67,11.21,12.39,12.51,14.50,0
11.21,12.39,12.51,14.50,16.49,0
12.39,12.51,14.50,16.49,16.69,0
12.51,14.50,16.49,16.69,17.95,0
14.50,16.49,16.69,17.95,18.40,0
16.49,16.69,17.95,18.40,16.53,0
16.69,17.95,18.40,16.53,15.45,0
17.95,18.40,16.53,15.45,15.11,0
18.40,16.53,15.45,15.11,13.94,0
16.53,15.45,15.11,13.94,19.88,1
15.45,15.11,13.94,31.81,11.61,0
15.11,13.94,31.81,11.61,10.68,0
13.94,31.81,11.61,10.68,9.91,0
31.81,11.61,10.68,9.91,10.09,0
11.61,10.68,9.91,10.09,10.66,0
10.68,9.91,10.09,10.66,12.51,0
9.91,10.09,10.66,12.51,14.05,0
10.09,10.66,12.51,14.05,14.39,0
10.66,12.51,14.05,14.39,15.57,0
12.51,14.05,14.39,15.57,17.20,0
14.05,14.39,15.57,17.20,17.89,0
14.39,15.57,17.20,17.89,18.60,0
15.57,17.20,17.89,18.60,16.84,0
17.20,17.89,18.60,16.84,16.12,0
17.89,18.60,16.84,16.12,14.29,0
18.60,16.84,16.12,14.29,12.94,0
16.84,16.12,14.29,12.94,11.17,0
16.12,14.29,12.94,11.17,10.98,0
14.29,12.94,11.17,10.98,9.87,0
12.94,11.17,10.98,9.87,17.39,1
11.17,10.98,9.87,27.82,11.35,0
10.98,9.87,27.82,11.35,13.03,0
9.87,27.82,11.35,13.03,14.99,0
27.82,11.35,13.03,14.99,15.76,0
11.35,13.03,14.99,15.76,16.91,0
13.03,14.99,15.76,16.91,17.32,0
14.99,15.76,16.91,17.32,18.26,0
15.76,16.91,17.32,18.26,16.44,0
16.91,17.32,18.26,16.44,16.02,0
17.32,18.26,16.44,16.02,15.08,0
18.26,16.44,16.02,15.08,13.76,0
16.44,16.02,15.08,13.76,13.38,0
16.02,15.08,13.76,13.38,12.12,0
15.08,13.76,13.38,12.12,10.61,0
13.76,13.38,12.12,10.61,9.16,0
13.38,12.12,10.61,9.16,10.76,0
12.12,10.61,9.16,10.76,12.11,0
10.61,9.16,10.76,12.11,13.51,0
9.16,10.76,12.11,13.51,14.77,0
10.76,12.11,13.51,14.77,23.13,1
12.11,13.51,14.77,37.02,15.02,0
13.51,14.77,37.02,15.02,16.81,0
14.77,37.02,15.02,16.81,17.13,0
37.02,15.02,16.81,17.13,18.83,0
15.02,16.81,17.13,18.83,18.20,0
16.81,17.13,18.83,18.20,17.58,0
17.13,18.83,18.20,17.58,16.77,0
18.83,18.20,17.58,16.77,15.83,0
18.20,17.58,16.77,15.83,14.61,0
17.58,16.77,15.83,14.61,14.47,0
16.77,15.83,14.61,14.47,13.58,0
15.83,14.61,14.47,13.58,12.29,0
14.61,14.47,13.58,12.29,10.62,0
14.47,13.58,12.29,10.62,9.65,0
13.58,12.29,10.62,9.65,10.00,0
12.29,10.62,9.65,10.00,11.56,0
10.62,9.65,10.00,11.56,13.27,0
9.65,10.00,11.56,13.27,13.83,0
10.00,11.56,13.27,13.83,15.67,0
11.56,13.27,13.83,15.67,27.09,1
13.27,13.83,15.67,43.34,17.40,0
13.83,15.67,43.34,17.40,19.00,0
15.67,43.34,17.40,19.00,18.91,0
43.34,17.40,19.00,18.91,17.36,0
17.40,19.00,18.91,17.36,16.80,0
19.00,18.91,17.36,16.80,16.37,0
18.91,17.36,16.80,16.37,16.29,0
17.36,16.80,16.37,16.29,15.63,0
16.80,16.37,16.29,15.63,13.67,0
16.37,16.29,15.63,13.67,13.46,0
16.29,15.63,13.67,13.46,11.59,0
15.63,13.67,13.46,11.59,10.60,0
13.67,13.46,11.59,10.60,9.35,0
13.46,11.59,10.60,9.35,9.88,0
11.59,10.60,9.35,9.88,11.28,0
10.60,9.35,9.88,11.28,12.51,0
9.35,9.88,11.28,12.51,13.98,0
9.88,11.28,12.51,13.98,15.17,0
11.28,12.51,13.98,15.17,16.62,0
12.51,13.98,15.17,16.62,27.83,1
13.98,15.17,16.62,44.52,18.03,0
15.17,16.62,44.52,18.03,17.00,0
16.62,44.52,18.03,17.00,15.96,0
44.52,18.03,17.00,15.96,13.99,0
18.03,17.00,15.96,13.99,12.04,0
17.00,15.96,13.99,12.04,11.42,0
15.96,13.99,12.04,11.42,9.92,0
13.99,12.04,11.42,9.92,11.00,0
12.04,11.42,9.92,11.00,12.14,0
11.42,9.92,11.00,12.14,12.56,0
9.92,11.00,12.14,12.56,13.96,0
11.00,12.14,12.56,13.96,15.40,0
12.14,12.56,13.96,15.40,15.50,0
12.56,13.96,15.40,15.50,16.62,0
13.96,15.40,15.50,16.62,17.09,0
15.40,15.50,16.62,17.09,18.76,0
15.50,16.62,17.09,18.76,17.36,0
16.62,17.09,18.76,17.36,15.48,0
17.09,18.76,17.36,15.48,13.70,0
18.76,17.36,15.48,13.70,19.10,1
17.36,15.48,13.70,30.55,11.43,0
15.48,13.70,30.55,11.43,10.06,0
13.70,30.55,11.43,10.06,8.09,0
30.55,11.43,10.06,8.09,8.90,0
11.43,10.06,8.09,8.90,10.32,0
10.06,8.09,8.90,10.32,11.30,0
8.09,8.90,10.32,11.30,12.00,0
8.90,10.32,11.30,12.00,12.75,0
10.32,11.30,12.00,12.75,13.68,0
11.30,12.00,12.75,13.68,14.94,0
12.00,12.75,13.68,14.94,15.61,0
12.75,13.68,14.94,15.61,15.85,0
13.68,14.94,15.61,15.85,16.49,0
14.94,15.61,15.85,16.49,17.27,0
15.61,15.85,16.49,17.27,18.67,0
15.85,16.49,17.27,18.67,17.91,0
16.49,17.27,18.67,17.91,17.62,0
17.27,18.67,17.91,17.62,16.59,0
18.67,17.91,17.62,16.59,16.30,0
17.91,17.62,16.59,16.30,22.53,1
17.62,16.59,16.30,36.05,12.76,0
16.59,16.30,36.05,12.76,12.15,0
16.30,36.05,12.76,12.15,11.96,0
36.05,12.76,12.15,11.96,10.42,0
12.76,12.15,11.96,10.42,8.74,0
12.15,11.96,10.42,8.74,10.57,0
11.96,10.42,8.74,10.57,11.93,0
10.42,8.74,10.57,11.93,12.24,0
8.74,10.57,11.93,12.24,13.27,0
10.57,11.93,12.24,13.27,14.51,0
11.93,12.24,13.27,14.51,16.25,0
12.24,13.27,14.51,16.25,17.97,0
13.27,14.51,16.25,17.97,18.00,0
14.51,16.25,17.97,18.00,17.61,0
16.25,17.97,18.00,17.61,17.27,0
17.97,18.00,17.61,17.27,16.30,0
18.00,17.61,17.27,16.30,14.53,0
17.61,17.27,16.30,14.53,12.55,0
17.27,16.30,14.53,12.55,11.68,0
16.30,14.53,12.55,11.68,15.37,1
14.53,12.55,11.68,24.59,11.31,0
12.55,11.68,24.59,11.31,12.58,0
11.68,24.59,11.31,12.58,14.20,0
24.59,11.31,12.58,14.20,16.09,0
11.31,12.58,14.20,16.09,17.91,0
12.58,14.20,16.09,17.91,18.86,0
14.20,16.09,17.91,18.86,18.84,0
16.09,17.91,18.86,18.84,18.16,0
17.91,18.86,18.84,18.16,16.87,0
18.86,18.84,18.16,16.87,15.57,0
18.84,18.16,16.87,15.57,15.25,0
18.16,16.87,15.57,15.25,14.32,0
16.87,15.57,15.25,14.32,12.95,0
15.57,15.25,14.32,12.95,11.92,0
15.25,14.32,12.95,11.92,9.98,0
14.32,12.95,11.92,9.98,11.33,0
12.95,11.92,9.98,11.33,12.63,0
11.92,9.98,11.33,12.63,12.99,0
9.98,11.33,12.63,12.99,14.75,0
11.33,12.63,12.99,14.75,23.13,1
12.63,12.99,14.75,37.00,15.67,0
12.99,14.75,37.00,15.67,16.69,0
14.75,37.00,15.67,16.69,17.45,0
37.00,15.67,16.69,17.45,18.06,0
15.67,16.69,17.45,18.06,16.34,0
16.69,17.45,18.06,16.34,14.83,0
17.45,18.06,16.34,14.83,12.85,0
18.06,16.34,14.83,12.85,11.72,0
16.34,14.83,12.85,11.72,11.54,0
14.83,12.85,11.72,11.54,11.20,0
12.85,11.72,11.54,11.20,9.57,0
11.72,11.54,11.20,9.57,11.52,0
11.54,11.20,9.57,11.52,12.27,0
11.20,9.57,11.52,12.27,14.15,0
9.57,11.52,12.27,14.15,15.57,0
11.52,12.27,14.15,15.57,17.42,0
12.27,14.15,15.57,17.42,18.51,0
14.15,15.57,17.42,18.51,18.35,0
15.57,17.42,18.51,18.35,17.19,0
17.42,18.51,18.35,17.19,25.66,1
18.51,18.35,17.19,41.06,14.58,0
18.35,17.19,41.06,14.58,14.24,0
17.19,41.06,14.58,14.24,13.69,0
41.06,14.58,14.24,13.69,12.10,0
14.58,14.24,13.69,12.10,10.96,0
14.24,13.69,12.10,10.96,9.88,0
13.69,12.10,10.96,9.88,10.26,0
12.10,10.96,9.88,10.26,11.01,0
10.96,9.88,10.26,11.01,11.36,0
9.88,10.26,11.01,11.36,11.73,0
10.26,11.01,11.36,11.73,12.97,0
11.01,11.36,11.73,12.97,13.55,0
11.36,11.73,12.97,13.55,15.10,0
11.73,12.97,13.55,15.10,15.82,0
12.97,13.55,15.10,15.82,17.69,0
13.55,15.10,15.82,17.69,18.90,0
15.10,15.82,17.69,18.90,17.60,0
15.82,17.69,18.90,17.60,17.06,0
17.69,18.90,17.60,17.06,16.95,0
18.90,17.60,17.06,16.95,23.43,1
17.60,17.06,16.95,37.49,14.22,0
17.06,16.95,37.49,14.22,13.91,0
16.95,37.49,14.22,13.91,13.67,0
37.49,14.22,13.91,13.67,12.92,0
14.22,13.91,13.67,12.92,12.41,0
13.91,13.67,12.92,12.41,11.45,0
13.67,12.92,12.41,11.45,10.48,0
12.92,12.41,11.45,10.48,10.06,0
12.41,11.45,10.48,10.06,9.60,0
11.45,10.48,10.06,9.60,10.38,0
10.48,10.06,9.60,10.38,12.00,0
10.06,9.60,10.38,12.00,13.85,0
9.60,10.38,12.00,13.85,15.47,0
10.38,12.00,13.85,15.47,16.10,0
12.00,13.85,15.47,16.10,16.69,0
13.85,15.47,16.10,16.69,17.12,0
15.47,16.10,16.69,17.12,17.97,0
16.10,16.69,17.12,17.97,19.91,0
16.69,17.12,17.97,19.91,18.57,0
17.12,17.97,19.91,18.57,27.22,1
17.97,19.91,18.57,43.55,15.60,0
19.91,18.57,43.55,15.60,14.20,0
18.57,43.55,15.60,14.20,12.87,0
43.55,15.60,14.20,12.87,12.61,0
15.60,14.20,12.87,12.61,10.98,0
14.20,12.87,12.61,10.98,10.27,0
12.87,12.61,10.98,10.27,9.24,0
12.61,10.98,10.27,9.24,11.08,0
10.98,10.27,9.24,11.08,11.65,0
10.27,9.24,11.08,11.65,11.73,0
9.24,11.08,11.65,11.73,12.78,0
11.08,11.65,11.73,12.78,14.18,0
11.65,11.73,12.78,14.18,15.46,0
11.73,12.78,14.18,15.46,15.53,0
12.78,14.18,15.46,15.53,16.45,0
14.18,15.46,15.53,16.45,16.77,0
15.46,15.53,16.45,16.77,18.46,0
15.53,16.45,16.77,18.46,18.35,0
16.45,16.77,18.46,18.35,17.46,0
16.77,18.46,18.35,17.46,26.76,1
18.46,18.35,17.46,42.82,17.02,0
18.35,17.46,42.82,17.02,15.52,0
17.46,42.82,17.02,15.52,14.15,0
42.82,17.02,15.52,14.15,13.83,0
17.02,15.52,14.15,13.83,12.88,0
15.52,14.15,13.83,12.88,12.77,0
14.15,13.83,12.88,12.77,12.40,0
13.83,12.88,12.77,12.40,11.99,0
12.88,12.77,12.40,11.99,10.13,0
12.77,12.40,11.99,10.13,9.20,0
12.40,11.99,10.13,9.20,9.50,0
11.99,10.13,9.20,9.50,9.72,0
10.13,9.20,9.50,9.72,9.84,0
9.20,9.50,9.72,9.84,11.18,0
9.50,9.72,9.84,11.18,11.93,0
9.72,9.84,11.18,11.93,12.71,0
9.84,11.18,11.93,12.71,13.14,0
11.18,11.93,12.71,13.14,14.01,0
11.93,12.71,13.14,14.01,14.73,0
12.71,13.14,14.01,14.73,25.07,1
13.14,14.01,14.73,40.10,16.61,0
14.01,14.73,40.10,16.61,18.40,0
14.73,40.10,16.61,18.40,16.65,0
40.10,16.61,18.40,16.65,14.86,0
16.61,18.40,16.65,14.86,14.17,0
18.40,16.65,14.86,14.17,13.14,0
16.65,14.86,14.17,13.14,13.11,0
14.86,14.17,13.14,13.11,12.26,0
14.17,13.14,13.11,12.26,11.23,0
13.14,13.11,12.26,11.23,10.25,0
13.11,12.26,11.23,10.25,9.04,0
12.26,11.23,10.25,9.04,10.07,0
11.23,10.25,9.04,10.07,11.19,0
10.25,9.04,10.07,11.19,11.63,0
9.04,10.07,11.19,11.63,13.25,0
10.07,11.19,11.63,13.25,14.31,0
11.19,11.63,13.25,14.31,16.03,0
11.63,13.25,14.31,16.03,17.51,0
13.25,14.31,16.03,17.51,18.48,0
14.31,16.03,17.51,18.48,27.50,1
16.03,17.51,18.48,44.00,17.40,0
17.51,18.48,44.00,17.40,16.19,0
18.48,44.00,17.40,16.19,14.25,0
44.00,17.40,16.19,14.25,12.74,0
17.40,16.19,14.25,12.74,12.54,0
16.19,14.25,12.74,12.54,11.41,0
14.25,12.74,12.54,11.41,9.76,0
12.74,12.54,11.41,9.76,10.05,0
12.54,11.41,9.76,10.05,11.97,0
11.41,9.76,10.05,11.97,11.99,0
9.76,10.05,11.97,11.99,12.94,0
10.05,11.97,11.99,12.94,13.02,0
11.97,11.99,12.94,13.02,14.46,0
11.99,12.94,13.02,14.46,15.17,0
12.94,13.02,14.46,15.17,15.30,0
13.02,14.46,15.17,15.30,16.14,0
14.46,15.17,15.30,16.14,17.41,0
15.17,15.30,16.14,17.41,18.57,0
15.30,16.14,17.41,18.57,17.19,0
16.14,17.41,18.57,17.19,25.33,1
17.41,18.57,17.19,40.53,15.05,0
18.57,17.19,40.53,15.05,13.42,0
17.19,40.53,15.05,13.42,12.83,0
40.53,15.05,13.42,12.83,12.52,0
15.05,13.42,12.83,12.52,11.36,0
13.42,12.83,12.52,11.36,10.25,0
12.83,12.52,11.36,10.25,9.43,0
12.52,11.36,10.25,9.43,10.64,0
11.36,10.25,9.43,10.64,11.55,0
10.25,9.43,10.64,11.55,11.69,0
9.43,10.64,11.55,11.69,13.57,0
10.64,11.55,11.69,13.57,14.08,0
11.55,11.69,13.57,14.08,15.03,0
11.69,13.57,14.08,15.03,16.22,0
13.57,14.08,15.03,16.22,17.28,0
14.08,15.03,16.22,17.28,18.10,0
15.03,16.22,17.28,18.10,16.43,0
16.22,17.28,18.10,16.43,15.39,0
17.28,18.10,16.43,15.39,13.45,0
18.10,16.43,15.39,13.45,18.12,1
16.43,15.39,13.45,29.00,10.49,0
15.39,13.45,29.00,10.49,8.51,0
13.45,29.00,10.49,8.51,10.44,0
29.00,10.49,8.51,10.44,10.65,0
10.49,8.51,10.44,10.65,11.76,0
8.51,10.44,10.65,11.76,12.39,0
10.44,10.65,11.76,12.39,14.16,0
10.65,11.76,12.39,14.16,16.00,0
11.76,12.39,14.16,16.00,17.32,0
12.39,14.16,16.00,17.32,17.97,0
14.16,16.00,17.32,17.97,17.98,0
16.00,17.32,17.97,17.98,18.84,0
17.32,17.97,17.98,18.84,17.46,0
17.97,17.98,18.84,17.46,16.06,0
17.98,18.84,17.46,16.06,14.95,0
18.84,17.46,16.06,14.95,13.63,0
17.46,16.06,14.95,13.63,13.37,0
16.06,14.95,13.63,13.37,12.99,0
14.95,13.63,13.37,12.99,11.81,0
13.63,13.37,12.99,11.81,17.08,1
13.37,12.99,11.81,27.33,9.85,0
12.99,11.81,27.33,9.85,10.00,0
11.81,27.33,9.85,10.00,10.77,0
27.33,9.85,10.00,10.77,10.78,0
9.85,10.00,10.77,10.78,12.24,0
10.00,10.77,10.78,12.24,12.55,0
10.77,10.78,12.24,12.55,12.75,0
10.78,12.24,12.55,12.75,13.96,0
12.24,12.55,12.75,13.96,15.06,0
12.55,12.75,13.96,15.06,15.80,0
12.75,13.96,15.06,15.80,16.96,0
13.96,15.06,15.80,16.96,17.40,0
15.06,15.80,16.96,17.40,19.32,0
15.80,16.96,17.40,19.32,17.63,0
16.96,17.40,19.32,17.63,17.00,0
17.40,19.32,17.63,17.00,15.13,0
19.32,17.63,17.00,15.13,13.62,0
17.63,17.00,15.13,13.62,11.73,0
17.00,15.13,13.62,11.73,10.47,0
15.13,13.62,11.73,10.47,16.16,1
13.62,11.73,10.47,25.85,10.15,0
11.73,10.47,25.85,10.15,10.13,0
10.47,25.85,10.15,10.13,8.46,0
25.85,10.15,10.13,8.46,8.70,0
10.15,10.13,8.46,8.70,10.53,0
10.13,8.46,8.70,10.53,11.15,0
8.46,8.70,10.53,11.15,11.58,0
8.70,10.53,11.15,11.58,13.37,0
10.53,11.15,11.58,13.37,14.94,0
11.15,11.58,13.37,14.94,16.72,0
11.58,13.37,14.94,16.72,18.26,0
13.37,14.94,16.72,18.26,16.78,0
14.94,16.72,18.26,16.78,16.34,0
16.72,18.26,16.78,16.34,14.85,0
18.26,16.78,16.34,14.85,13.15,0
16.78,16.34,14.85,13.15,12.56,0
16.34,14.85,13.15,12.56,12.05,0
14.85,13.15,12.56,12.05,11.89,0
13.15,12.56,12.05,11.89,9.96,0
12.56,12.05,11.89,9.96,17.70,1
12.05,11.89,9.96,28.32,11.38,0
11.89,9.96,28.32,11.38,12.81,0
9.96,28.32,11.38,12.81,14.43,0
28.32,11.38,12.81,14.43,15.01,0
11.38,12.81,14.43,15.01,16.12,0
12.81,14.43,15.01,16.12,17.25,0
14.43,15.01,16.12,17.25,18.01,0
15.01,16.12,17.25,18.01,16.78,0
16.12,17.25,18.01,16.78,15.57,0
17.25,18.01,16.78,15.57,14.67,0
18.01,16.78,15.57,14.67,14.44,0
16.78,15.57,14.67,14.44,14.32,0
15.57,14.67,14.44,14.32,13.97,0
14.67,14.44,14.32,13.97,13.15,0
14.44,14.32,13.97,13.15,11.73,0
14.32,13.97,13.15,11.73,11.42,0
13.97,13.15,11.73,11.42,10.30,0
13.15,11.73,11.42,10.30,8.49,0
11.73,11.42,10.30,8.49,9.16,0
11.42,10.30,8.49,9.16,16.38,1
10.30,8.49,9.16,26.21,11.13,0
8.49,9.16,26.21,11.13,11.13,0
9.16,26.21,11.13,11.13,12.48,0
26.21,11.13,11.13,12.48,12.68,0
11.13,11.13,12.48,12.68,14.36,0
11.13,12.48,12.68,14.36,15.18,0
12.48,12.68,14.36,15.18,15.92,0
12.68,14.36,15.18,15.92,16.97,0
14.36,15.18,15.92,16.97,18.58,0
15.18,15.92,16.97,18.58,18.12,0
15.92,16.97,18.58,18.12,17.76,0
16.97,18.58,18.12,17.76,17.57,0
18.58,18.12,17.76,17.57,16.65,0
18.12,17.76,17.57,16.65,16.47,0
17.76,17.57,16.65,16.47,16.41,0
17.57,16.65,16.47,16.41,15.59,0
16.65,16.47,16.41,15.59,15.14,0
16.47,16.41,15.59,15.14,14.09,0
16.41,15.59,15.14,14.09,13.14,0
15.59,15.14,14.09,13.14,19.24,1
15.14,14.09,13.14,30.78,10.40,0
14.09,13.14,30.78,10.40,9.47,0
13.14,30.78,10.40,9.47,11.00,0
30.78,10.40,9.47,11.00,11.66,0
10.40,9.47,11.00,11.66,12.58,0
9.47,11.00,11.66,12.58,14.43,0
11.00,11.66,12.58,14.43,15.62,0
11.66,12.58,14.43,15.62,15.99,0
12.58,14.43,15.62,15.99,16.17,0
14.43,15.62,15.99,16.17,16.92,0
15.62,15.99,16.17,16.92,17.74,0
15.99,16.17,16.92,17.74,18.83,0
16.17,16.92,17.74,18.83,18.45,0
16.92,17.74,18.83,18.45,17.26,0
17.74,18.83,18.45,17.26,15.89,0
18.83,18.45,17.26,15.89,14.39,0
18.45,17.26,15.89,14.39,13.85,0
17.26,15.89,14.39,13.85,13.24,0
15.89,14.39,13.85,13.24,11.35,0
14.39,13.85,13.24,11.35,17.53,1
13.85,13.24,11.35,28.04,9.38,0
13.24,11.35,28.04,9.38,10.99,0
11.35,28.04,9.38,10.99,11.13,0
28.04,9.38,10.99,11.13,12.02,0
9.38,10.99,11.13,12.02,12.10,0
10.99,11.13,12.02,12.10,14.09,0
11.13,12.02,12.10,14.09,14.73,0
12.02,12.10,14.09,14.73,14.87,0
